resort,url,maps_url,lat,lon,altitude,beg,int,adv
skyline-friendship,https://www.skiresort.info/ski-resort/skyline-friendship/,"https://www.google.com/maps?q=43.982333,-89.820861",43.982333,-89.820861,266.9672241,58,23,19
mt-bachelor,https://www.skiresort.info/ski-resort/mt-bachelor/,"https://www.google.com/maps?q=44.002111,-121.678747",44.002111,-121.678747,1319.40564,15,25,60
dagmar-ski-resort,https://www.skiresort.info/ski-resort/dagmar-ski-resort/,"https://www.google.com/maps?q=44.011184,-79.059812",44.011184,-79.059812,254.3847809,57,33,10
sand-master-park-florence,https://www.skiresort.info/ski-resort/sand-master-park-florence/,"https://www.google.com/maps?q=44.011788,-124.106416",44.011788,-124.106416,-73.09503937,,,100
whitetail-ridge-fort-mccoy,https://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,"https://www.google.com/maps?q=44.021457,-90.721931",44.021457,-90.721931,306.0375671,58,42,
brimacombe-oshawa-ski-club,https://www.skiresort.info/ski-resort/brimacombe-oshawa-ski-club/,"https://www.google.com/maps?q=44.026921,-78.57321",44.026921,-78.57321,202.5812225,50,33,17
lakeridge-resort,https://www.skiresort.info/ski-resort/lakeridge-resort/,"https://www.google.com/maps?q=44.029212,-79.06346",44.029212,-79.06346,255.6772461,50,33,17
loon-mountain,https://www.skiresort.info/ski-resort/loon-mountain/,"https://www.google.com/maps?q=44.056509,-71.62969",44.056509,-71.62969,289.3946838,28,44,28
cranmore-mountain-resort,https://www.skiresort.info/ski-resort/cranmore-mountain-resort/,"https://www.google.com/maps?q=44.057484,-71.109535",44.057484,-71.109535,187.163681,37,44,19
pleasant-mountain,https://www.skiresort.info/ski-resort/pleasant-mountain/,"https://www.google.com/maps?q=44.058103,-70.814698",44.058103,-70.814698,155.6645813,17,53,30
northeast-slopes-east-corinth,https://www.skiresort.info/ski-resort/northeast-slopes-east-corinth/,"https://www.google.com/maps?q=44.072628,-72.250753",44.072628,-72.250753,387.9704285,55,45,
attitash-mountain-resort,https://www.skiresort.info/ski-resort/attitash-mountain-resort/,"https://www.google.com/maps?q=44.082352,-71.230035",44.082352,-71.230035,217.7562714,20,47,33
nordic-mountain,https://www.skiresort.info/ski-resort/nordic-mountain/,"https://www.google.com/maps?q=44.121041,-89.181445",44.121041,-89.181445,258.4476318,31,46,23
mt-kato,https://www.skiresort.info/ski-resort/mt-kato/,"https://www.google.com/maps?q=44.133191,-94.034236",44.133191,-94.034236,307.2962341,22,37,41
sugarbush,https://www.skiresort.info/ski-resort/sugarbush/,"https://www.google.com/maps?q=44.135287,-72.89625",44.135287,-72.89625,428.919281,20,45,35
lost-valley,https://www.skiresort.info/ski-resort/lost-valley/,"https://www.google.com/maps?q=44.136246,-70.280692",44.136246,-70.280692,153.2899628,50,25,25
meadowlark-ski-lodge,https://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,"https://www.google.com/maps?q=44.164332,-107.217084",44.164332,-107.217084,2037.696655,30,40,30
batawa-ski-hill,https://www.skiresort.info/ski-resort/batawa-ski-hill/,"https://www.google.com/maps?q=44.165906,-77.596757",44.165906,-77.596757,145.6143951,13,60,27
black-mountain-jackson,https://www.skiresort.info/ski-resort/black-mountain-jackson/,"https://www.google.com/maps?q=44.16653378693187,-71.16535990322295",44.16653379,-71.1653599,230.2714996,50,33,17
big-tupper-tupper-lake,https://www.skiresort.info/ski-resort/big-tupper-tupper-lake/,"https://www.google.com/maps?q=44.173240,-74.476384",44.17324,-74.476384,529.1802368,41,41,18
cannon-mountain,https://www.skiresort.info/ski-resort/cannon-mountain/,"https://www.google.com/maps?q=44.176831,-71.701678",44.176831,-71.701678,320.8907471,30,50,20
mansfield-ski-club,https://www.skiresort.info/ski-resort/mansfield-ski-club/,"https://www.google.com/maps?q=44.199928,-80.053197",44.199928,-80.053197,282.8030396,15,50,35
mad-river-glen,https://www.skiresort.info/ski-resort/mad-river-glen/,"https://www.google.com/maps?q=44.202282,-72.918033",44.202282,-72.918033,405.780365,30,37,33
camden-snow-bowl,https://www.skiresort.info/ski-resort/camden-snow-bowl/,"https://www.google.com/maps?q=44.216988,-69.135241",44.216988,-69.135241,17.72471619,20,60,20
devils-elbow,https://www.skiresort.info/ski-resort/devils-elbow/,"https://www.google.com/maps?q=44.220874,-78.574201",44.220874,-78.574201,230.014328,7,34,59
caberfae-peaks,https://www.skiresort.info/ski-resort/caberfae-peaks/,"https://www.google.com/maps?q=44.244750,-85.718764",44.24475,-85.718764,274.6734009,36,46,18
steeplechase-ski-area,https://www.skiresort.info/ski-resort/steeplechase-ski-area/,"https://www.google.com/maps?q=44.246918,-92.515631",44.246918,-92.515631,353.5370483,47,30,23
bretton-woods,https://www.skiresort.info/ski-resort/bretton-woods/,"https://www.google.com/maps?q=44.259573,-71.461719",44.259573,-71.461719,299.1827393,44,28,28
wildcat-mountain,https://www.skiresort.info/ski-resort/wildcat-mountain/,"https://www.google.com/maps?q=44.263953,-71.237943",44.263953,-71.237943,269.0414124,21,48,31
mt-eustis-littleton,https://www.skiresort.info/ski-resort/mt-eustis-littleton/,"https://www.google.com/maps?q=44.297429,-71.773973",44.297429,-71.773973,347.5927734,42,58,
deer-mountain,https://www.skiresort.info/ski-resort/deer-mountain/,"https://www.google.com/maps?q=44.308419,-103.818913",44.308419,-103.818913,1570.972778,46,36,18
terry-peak,https://www.skiresort.info/ski-resort/terry-peak/,"https://www.google.com/maps?q=44.336899,-103.82462",44.336899,-103.82462,1550.48645,29,45,26
mt-pisgah,https://www.skiresort.info/ski-resort/mt-pisgah/,"https://www.google.com/maps?q=44.344925,-74.125298",44.344925,-74.125298,467.535675,100,,
devils-glen,https://www.skiresort.info/ski-resort/devils-glen/,"https://www.google.com/maps?q=44.353708,-80.201043",44.353708,-80.201043,258.9388123,48,25,27
whiteface-lake-placid,https://www.skiresort.info/ski-resort/whiteface-lake-placid/,"https://www.google.com/maps?q=44.357867,-73.859582",44.357867,-73.859582,451.4804077,23,45,32
beaver-valley-ski-club,https://www.skiresort.info/ski-resort/beaver-valley-ski-club/,"https://www.google.com/maps?q=44.358262,-80.545889",44.358262,-80.545889,259.1456909,20,53,27
coffee-mill,https://www.skiresort.info/ski-resort/coffee-mill/,"https://www.google.com/maps?q=44.36290865496553,-92.04315381629395",44.36290865,-92.04315382,340.9333191,50,30,20
mt-abram,https://www.skiresort.info/ski-resort/mt-abram/,"https://www.google.com/maps?q=44.379415,-70.706572",44.379415,-70.706572,259.6872864,24,48,28
cochran,https://www.skiresort.info/ski-resort/cochran/,"https://www.google.com/maps?q=44.389086202223446,-72.98097956665136",44.3890862,-72.98097957,333.9689636,30,35,35
missaukee-mountain,https://www.skiresort.info/ski-resort/missaukee-mountain/,"https://www.google.com/maps?q=44.392643,-85.227584",44.392643,-85.227584,296.5439148,54,38,8
hoodoo-ski-area,https://www.skiresort.info/ski-resort/hoodoo-ski-area/,"https://www.google.com/maps?q=44.409234,-121.872238",44.409234,-121.872238,1225.910156,35,47,18
bolton-valley,https://www.skiresort.info/ski-resort/bolton-valley/,"https://www.google.com/maps?q=44.410532961408045,-72.86410049773016",44.41053296,-72.8641005,332.383606,50,33,17
snow-valley-barrie,https://www.skiresort.info/ski-resort/snow-valley-barrie/,"https://www.google.com/maps?q=44.41185,-79.790817",44.41185,-79.790817,255.8998108,50,25,25
standing-rocks,https://www.skiresort.info/ski-resort/standing-rocks/,"https://www.google.com/maps?q=44.433981,-89.398992",44.433981,-89.398992,312.7614441,100,,
bruce-mound,https://www.skiresort.info/ski-resort/bruce-mound/,"https://www.google.com/maps?q=44.44555531638274,-90.78586540623489",44.44555532,-90.78586541,330.8987427,11,23,66
mount-prospect-lancaster,https://www.skiresort.info/ski-resort/mount-prospect-lancaster/,"https://www.google.com/maps?q=44.456847,-71.575145",44.456847,-71.575145,350.4570313,62,38,
winter-park-kewaunee-county,https://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,"https://www.google.com/maps?q=44.460802,-87.559102",44.460802,-87.559102,169.7023926,46,45,9
osler-bluff-ski-club,https://www.skiresort.info/ski-resort/osler-bluff-ski-club/,"https://www.google.com/maps?q=44.461713,-80.281101",44.461713,-80.281101,239.0674438,24,33,43
chipmunk,https://www.skiresort.info/ski-resort/chipmunk/,"https://www.google.com/maps?q=44.47106314724099,-114.32299000458858",44.47106315,-114.32299,2140.669189,100,,
sunday-river,https://www.skiresort.info/ski-resort/sunday-river/,"https://www.google.com/maps?q=44.473126,-70.857466",44.473126,-70.857466,299.7663574,30,36,34
spruce-mountain-jay,https://www.skiresort.info/ski-resort/spruce-mountain-jay/,"https://www.google.com/maps?q=44.478835,-70.202974",44.478835,-70.202974,266.9728699,25,58,17
sleeping-giant,https://www.skiresort.info/ski-resort/sleeping-giant/,"https://www.google.com/maps?q=44.491871,-109.940844",44.491871,-109.940844,2443.318604,18,47,35
blue-mountain-resort-collingwood,https://www.skiresort.info/ski-resort/blue-mountain-resort-collingwood/,"https://www.google.com/maps?q=44.502266666507,-80.31302481541827",44.50226667,-80.31302482,231.0293427,21,49,30
triangle-sports-area-green-bay,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,"https://www.google.com/maps?q=44.509919,-87.950379",44.509919,-87.950379,223.7333374,83,17,
stowe,https://www.skiresort.info/ski-resort/stowe/,"https://www.google.com/maps?q=44.510799,-72.767531",44.510799,-72.767531,308.2648315,29,60,11
craigleith-ski-club,https://www.skiresort.info/ski-resort/craigleith-ski-club/,"https://www.google.com/maps?q=44.516326,-80.333777",44.516326,-80.333777,228.0084229,15,37,48
crystal-mountain-mi,https://www.skiresort.info/ski-resort/crystal-mountain-mi/,"https://www.google.com/maps?q=44.519979,-85.992254",44.519979,-85.992254,220.5259705,24,47,29
alpine-ski-club-collingwood,https://www.skiresort.info/ski-resort/alpine-ski-club-collingwood/,"https://www.google.com/maps?q=44.522596,-80.348897",44.522596,-80.348897,226.5367126,50,30,20
powers-bluff,https://www.skiresort.info/ski-resort/powers-bluff/,"https://www.google.com/maps?q=44.532432,-90.071524",44.532432,-90.071524,345.4717712,100,,
lyndon-outing-club,https://www.skiresort.info/ski-resort/lyndon-outing-club/,"https://www.google.com/maps?q=44.532482,-71.986612",44.532482,-71.986612,390.1004944,58,38,4
georgian-peaks-club,https://www.skiresort.info/ski-resort/georgian-peaks-club/,"https://www.google.com/maps?q=44.534764,-80.379958",44.534764,-80.379958,223.5817871,22,67,11
horseshoe-resort,https://www.skiresort.info/ski-resort/horseshoe-resort/,"https://www.google.com/maps?q=44.548965,-79.674227",44.548965,-79.674227,248.7767792,33,64,3
the-heights-horseshoe-valley,https://www.skiresort.info/ski-resort/the-heights-horseshoe-valley/,"https://www.google.com/maps?q=44.553124,-79.683198",44.553124,-79.683198,247.8855896,24,38,38
welch-village,https://www.skiresort.info/ski-resort/welch-village/,"https://www.google.com/maps?q=44.559924,-92.730403",44.559924,-92.730403,342.0653992,34,33,33
smugglers-notch,https://www.skiresort.info/ski-resort/smugglers-notch/,"https://www.google.com/maps?q=44.571821,-72.776163",44.571821,-72.776163,288.9397278,18,52,30
black-mountain-rumford,https://www.skiresort.info/ski-resort/black-mountain-rumford/,"https://www.google.com/maps?q=44.576797,-70.614249",44.576797,-70.614249,322.3614807,15,38,47
burke-mountain,https://www.skiresort.info/ski-resort/burke-mountain/,"https://www.google.com/maps?q=44.587808,-71.91537",44.587808,-71.91537,390.2209778,20,40,40
navarino-hills,https://www.skiresort.info/ski-resort/navarino-hills/,"https://www.google.com/maps?q=44.609696,-88.584587",44.609696,-88.584587,284.7875977,62,38,
antelope-butte,https://www.skiresort.info/ski-resort/antelope-butte/,"https://www.google.com/maps?q=44.611508671548656,-107.51520667517417",44.61150867,-107.5152067,1614.55542,21,50,29
mount-st-louis-moonstone,https://www.skiresort.info/ski-resort/mount-st-louis-moonstone/,"https://www.google.com/maps?q=44.623465,-79.66766",44.623465,-79.66766,243.4559784,35,50,15
hanson-hills,https://www.skiresort.info/ski-resort/hanson-hills/,"https://www.google.com/maps?q=44.645248,-84.753362",44.645248,-84.753362,284.3913269,80,20,
titcomb-mountain,https://www.skiresort.info/ski-resort/titcomb-mountain/,"https://www.google.com/maps?q=44.649925,-70.171443",44.649925,-70.171443,324.2077942,23,25,52
tamarack-resort,https://www.skiresort.info/ski-resort/tamarack-resort/,"https://www.google.com/maps?q=44.673212,-116.122260",44.673212,-116.12226,1985.652222,28,47,25
buck-hill-ski-area,https://www.skiresort.info/ski-resort/buck-hill-ski-area/,"https://www.google.com/maps?q=44.723677,-93.283024",44.723677,-93.283024,322.9354858,55,36,9
mt-holiday,https://www.skiresort.info/ski-resort/mt-holiday/,"https://www.google.com/maps?q=44.743033,-85.514247",44.743033,-85.514247,242.2288361,22,45,33
titus-mountain,https://www.skiresort.info/ski-resort/titus-mountain/,"https://www.google.com/maps?q=44.76320660487961,-74.23474593618467",44.7632066,-74.23474594,273.2634583,37,37,26
beartown,https://www.skiresort.info/ski-resort/beartown/,"https://www.google.com/maps?q=44.764355,-73.584460",44.764355,-73.58446,246.6522217,62,38,
eaton-mountain,https://www.skiresort.info/ski-resort/eaton-mountain/,"https://www.google.com/maps?q=44.767661,-69.618501",44.767661,-69.618501,244.6932678,75,25,
hermon-mountain,https://www.skiresort.info/ski-resort/hermon-mountain/,"https://www.google.com/maps?q=44.780186,-68.957127",44.780186,-68.957127,65.71356201,66,18,16
pinnacle-park-pittsfield,https://www.skiresort.info/ski-resort/pinnacle-park-pittsfield/,"https://www.google.com/maps?q=44.795865,-69.388140",44.795865,-69.38814,183.5459442,42,30,28
hardack-aldis-hill-st-albans,https://www.skiresort.info/ski-resort/hardack-aldis-hill-st-albans/,"https://www.google.com/maps?q=44.815296056688744,-73.06707554510294",44.81529606,-73.06707555,167.4766083,100,,
hyland-hills,https://www.skiresort.info/ski-resort/hyland-hills/,"https://www.google.com/maps?q=44.843263,-93.364134",44.843263,-93.364134,315.2384033,50,33,17
pinehurst-park-eau-claire,https://www.skiresort.info/ski-resort/pinehurst-park-eau-claire/,"https://www.google.com/maps?q=44.85296344224648,-91.45281490787794",44.85296344,-91.45281491,342.3616638,100,,
afton-alps,https://www.skiresort.info/ski-resort/afton-alps/,"https://www.google.com/maps?q=44.857297,-92.788883",44.857297,-92.788883,324.2003784,36,38,26
the-balsams,https://www.skiresort.info/ski-resort/the-balsams/,"https://www.google.com/maps?q=44.860744,-71.325919",44.860744,-71.325919,430.1047363,27,32,41
the-homestead-resort,https://www.skiresort.info/ski-resort/the-homestead-resort/,"https://www.google.com/maps?q=44.91633521305383,-85.96477941458403",44.91633521,-85.96477941,171.4203949,25,50,25
little-ski-hill,https://www.skiresort.info/ski-resort/little-ski-hill/,"https://www.google.com/maps?q=44.929101,-116.164289",44.929101,-116.164289,2101.467285,100,,
granite-peak-at-rib-mountain-state-park,https://www.skiresort.info/ski-resort/granite-peak-at-rib-mountain-state-park/,"https://www.google.com/maps?q=44.929393,-89.683864",44.929393,-89.683864,393.0180054,50,25,25
martock,https://www.skiresort.info/ski-resort/martock/,"https://www.google.com/maps?q=44.935802,-64.170475",44.935802,-64.170475,33.04666901,83,17,
jay-peak,https://www.skiresort.info/ski-resort/jay-peak/,"https://www.google.com/maps?q=44.938861,-72.505903",44.938861,-72.505903,260.7736206,20,41,39
shanty-creek-resorts-schuss-mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,"https://www.google.com/maps?q=44.942186,-85.133018",44.942186,-85.133018,271.2694397,42,33,25
shanty-creek-resorts-summit-mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-summit-mountain/,"https://www.google.com/maps?q=44.946094,-85.190830",44.946094,-85.19083,263.8448181,19,62,19
saddleback,https://www.skiresort.info/ski-resort/saddleback/,"https://www.google.com/maps?q=44.946892,-70.526025",44.946892,-70.526025,444.6167603,18,36,46
anthony-lakes-mountain-resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,"https://www.google.com/maps?q=44.963917,-118.234736",44.963917,-118.234736,1063.820557,20,38,42
beartooth-basin,https://www.skiresort.info/ski-resort/beartooth-basin/,"https://www.google.com/maps?q=44.975442,-109.433085",44.975442,-109.433085,1827.071899,,40,60
brundage-mountain,https://www.skiresort.info/ski-resort/brundage-mountain/,"https://www.google.com/maps?q=45.004383,-116.15546",45.004383,-116.15546,2143.369873,20,50,30
big-ben-cornwall,https://www.skiresort.info/ski-resort/big-ben-cornwall/,"https://www.google.com/maps?q=45.024632,-74.755315",45.024632,-74.755315,115.6264725,100,,
otsego-gaylord,https://www.skiresort.info/ski-resort/otsego-gaylord/,"https://www.google.com/maps?q=45.035936,-84.649282",45.035936,-84.649282,267.3752747,42,30,28
treetops,https://www.skiresort.info/ski-resort/treetops/,"https://www.google.com/maps?q=45.037378,-84.585602",45.037378,-84.585602,264.7745972,7,43,50
sugarloaf,https://www.skiresort.info/ski-resort/sugarloaf/,"https://www.google.com/maps?q=45.053814,-70.310322",45.053814,-70.310322,454.2854919,23,34,43
owls-head,https://www.skiresort.info/ski-resort/owls-head/,"https://www.google.com/maps?q=45.073259,-72.297952",45.073259,-72.297952,302.5048523,33,42,25
mont-sutton,https://www.skiresort.info/ski-resort/mont-sutton/,"https://www.google.com/maps?q=45.104194,-72.561575",45.104194,-72.561575,213.5751648,30,35,35
sir-sams,https://www.skiresort.info/ski-resort/sir-sams/,"https://www.google.com/maps?q=45.129977,-78.483165",45.129977,-78.483165,342.0773926,33,25,42
boyne-mountain,https://www.skiresort.info/ski-resort/boyne-mountain/,"https://www.google.com/maps?q=45.164051,-84.93238",45.164051,-84.93238,264.6724243,29,41,30
red-lodge-mountain,https://www.skiresort.info/ski-resort/red-lodge-mountain/,"https://www.google.com/maps?q=45.190566,-109.336904",45.190566,-109.336904,1652.794678,17,46,37
mont-glen,https://www.skiresort.info/ski-resort/mont-glen/,"https://www.google.com/maps?q=45.208427,-72.414682",45.208427,-72.414682,237.760788,,,
challenge-mountain-walloon-lake,https://www.skiresort.info/ski-resort/challenge-mountain-walloon-lake/,"https://www.google.com/maps?q=45.23758692314916,-84.88060284794419",45.23758692,-84.88060285,255.4062347,75,25,
yellowstone-club,https://www.skiresort.info/ski-resort/yellowstone-club/,"https://www.google.com/maps?q=45.241393,-111.411737",45.241393,-111.411737,2265.653564,37,37,26
kettlebowl,https://www.skiresort.info/ski-resort/kettlebowl/,"https://www.google.com/maps?q=45.271773,-88.900065",45.271773,-88.900065,409.4216614,21,79,
calabogie-peaks,https://www.skiresort.info/ski-resort/calabogie-peaks/,"https://www.google.com/maps?q=45.273814,-76.78302",45.273814,-76.78302,261.848877,50,50,
ferguson-ridge,https://www.skiresort.info/ski-resort/ferguson-ridge/,"https://www.google.com/maps?q=45.28193939540548,-117.11270278924299",45.2819394,-117.1127028,1360.447388,40,40,20
big-sky-resort,https://www.skiresort.info/ski-resort/big-sky-resort/,"https://www.google.com/maps?q=45.28322096788464,-111.40130817890167",45.28322097,-111.4013082,2252.742432,22,28,50
bromont,https://www.skiresort.info/ski-resort/bromont/,"https://www.google.com/maps?q=45.300770,-72.636734",45.30077,-72.636734,159.9557495,22,33,45
mt-hood-skibowl,https://www.skiresort.info/ski-resort/mt-hood-skibowl/,"https://www.google.com/maps?q=45.300773,-121.7734",45.300773,-121.7734,988.758667,23,23,54
timberline-summit-pass,https://www.skiresort.info/ski-resort/timberline-summit-pass/,"https://www.google.com/maps?q=45.303324,-121.745765",45.303324,-121.745765,989.8406982,50,50,
mont-orford,https://www.skiresort.info/ski-resort/mont-orford/,"https://www.google.com/maps?q=45.317894,-72.222003",45.317894,-72.222003,265.644104,33,27,40
mount-pakenham,https://www.skiresort.info/ski-resort/mount-pakenham/,"https://www.google.com/maps?q=45.322812,-76.331699",45.322812,-76.331699,199.3254395,40,40,20
paul-bunyan-ski-hill,https://www.skiresort.info/ski-resort/paul-bunyan-ski-hill/,"https://www.google.com/maps?q=45.32494580013346,-88.52433373827034",45.3249458,-88.52433374,353.6364136,67,33,
timberline,https://www.skiresort.info/ski-resort/timberline/,"https://www.google.com/maps?q=45.330953,-121.713493",45.330953,-121.713493,991.1704102,26,48,26
mt-hood-meadows,https://www.skiresort.info/ski-resort/mt-hood-meadows/,"https://www.google.com/maps?q=45.333078,-121.665081",45.333078,-121.665081,993.175293,15,50,35
mt-mcsauba,https://www.skiresort.info/ski-resort/mt-mcsauba/,"https://www.google.com/maps?q=45.33590668855032,-85.24389963687106",45.33590669,-85.24389964,228.0488739,71,29,
powder-ridge,https://www.skiresort.info/ski-resort/powder-ridge/,"https://www.google.com/maps?q=45.342999,-94.305864",45.342999,-94.305864,343.8822021,49,37,14
trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,"https://www.google.com/maps?q=45.350524,-92.618293",45.350524,-92.618293,317.7219849,51,31,18
hidden-valley-highlands,https://www.skiresort.info/ski-resort/hidden-valley-highlands/,"https://www.google.com/maps?q=45.354526,-79.129804",45.354526,-79.129804,313.1535645,60,23,17
mt-jefferson,https://www.skiresort.info/ski-resort/mt-jefferson/,"https://www.google.com/maps?q=45.357175,-68.283803",45.357175,-68.283803,176.0301819,32,42,26
petoskey-winter-sports-park,https://www.skiresort.info/ski-resort/petoskey-winter-sports-park/,"https://www.google.com/maps?q=45.375923929709856,-84.94405574040546",45.37592393,-84.94405574,242.2195435,100,,
mont-bellevue,https://www.skiresort.info/ski-resort/mont-bellevue/,"https://www.google.com/maps?q=45.384830,-71.910863",45.38483,-71.910863,315.2722473,67,33,
cooper-spur,https://www.skiresort.info/ski-resort/cooper-spur/,"https://www.google.com/maps?q=45.412184,-121.60537",45.412184,-121.60537,996.3890991,40,40,20
maverick-mountain,https://www.skiresort.info/ski-resort/maverick-mountain/,"https://www.google.com/maps?q=45.434528,-113.127402",45.434528,-113.127402,1862.032349,30,40,30
pente-a-neige-montreal,https://www.skiresort.info/ski-resort/pente-a-neige-montreal/,"https://www.google.com/maps?q=45.454670,-73.605713",45.45467,-73.605713,190.235199,67,33,
mont-rigaud,https://www.skiresort.info/ski-resort/mont-rigaud/,"https://www.google.com/maps?q=45.468155,-74.338413",45.468155,-74.338413,249.6076202,22,33,45
the-highlands-at-harbor-springs,https://www.skiresort.info/ski-resort/the-highlands-at-harbor-springs/,"https://www.google.com/maps?q=45.470846,-84.937085",45.470846,-84.937085,231.9043579,40,30,30
nubs-nob-ski-area,https://www.skiresort.info/ski-resort/nubs-nob-ski-area/,"https://www.google.com/maps?q=45.471154,-84.904158",45.471154,-84.904158,231.436615,32,47,21
wild-mountain,https://www.skiresort.info/ski-resort/wild-mountain/,"https://www.google.com/maps?q=45.488700,-92.70586",45.4887,-92.70586,315.167572,23,33,44
big-squaw,https://www.skiresort.info/ski-resort/big-squaw/,"https://www.google.com/maps?q=45.506484,-69.700895",45.506484,-69.700895,448.6278381,37,37,26
camp-fortune,https://www.skiresort.info/ski-resort/camp-fortune/,"https://www.google.com/maps?q=45.508426,-75.853078",45.508426,-75.853078,164.8973999,22,52,26
christie-mountain,https://www.skiresort.info/ski-resort/christie-mountain/,"https://www.google.com/maps?q=45.50866118817977,-91.38033522948278",45.50866119,-91.38033523,365.6036072,50,27,23
camp-10,https://www.skiresort.info/ski-resort/camp-10/,"https://www.google.com/maps?q=45.550091,-89.503724",45.550091,-89.503724,462.2684631,18,36,46
mont-saint-bruno-saint-bruno-de-montarville,https://www.skiresort.info/ski-resort/mont-saint-bruno-saint-bruno-de-montarville/,"https://www.google.com/maps?q=45.55855,-73.33534",45.55855,-73.33534,130.6726227,55,33,12
baie-des-sables,https://www.skiresort.info/ski-resort/baie-des-sables/,"https://www.google.com/maps?q=45.589034,-70.931431",45.589034,-70.931431,414.5654297,20,67,13
mont-cascades,https://www.skiresort.info/ski-resort/mont-cascades/,"https://www.google.com/maps?q=45.592610,-75.849768",45.59261,-75.849768,170.5459595,20,55,25
wentworth,https://www.skiresort.info/ski-resort/wentworth/,"https://www.google.com/maps?q=45.609745,-63.560959",45.609745,-63.560959,26.12739754,50,40,10
sommet-edelweiss,https://www.skiresort.info/ski-resort/sommet-edelweiss/,"https://www.google.com/maps?q=45.645563,-75.850814",45.645563,-75.850814,173.9655304,45,25,30
vorlage,https://www.skiresort.info/ski-resort/vorlage/,"https://www.google.com/maps?q=45.645828,-75.936371",45.645828,-75.936371,168.9386902,17,52,31
poley-mountain,https://www.skiresort.info/ski-resort/poley-mountain/,"https://www.google.com/maps?q=45.678308162334226,-65.38360535672821",45.67830816,-65.38360536,13.48474598,40,27,33
lost-trail-powder-mountain,https://www.skiresort.info/ski-resort/lost-trail-powder-mountain/,"https://www.google.com/maps?q=45.691708,-113.953016",45.691708,-113.953016,1815.1604,30,50,20
terrebonne,https://www.skiresort.info/ski-resort/terrebonne/,"https://www.google.com/maps?q=45.711390,-73.663585",45.71139,-73.663585,230.1207886,100,,
alice-hill-park-pembroke,https://www.skiresort.info/ski-resort/alice-hill-park-pembroke/,"https://www.google.com/maps?q=45.731992,-77.34668",45.731992,-77.34668,311.7943115,67,33,
spout-springs,https://www.skiresort.info/ski-resort/spout-springs/,"https://www.google.com/maps?q=45.759821,-118.050838",45.759821,-118.050838,1026.496094,31,52,17
norway-mountain,https://www.skiresort.info/ski-resort/norway-mountain/,"https://www.google.com/maps?q=45.794522,-87.868369",45.794522,-87.868369,324.9125061,31,44,25
bridger-bowl-bozeman,https://www.skiresort.info/ski-resort/bridger-bowl-bozeman/,"https://www.google.com/maps?q=45.817263,-110.897402",45.817263,-110.897402,2010.507446,28,37,35
pine-mountain,https://www.skiresort.info/ski-resort/pine-mountain/,"https://www.google.com/maps?q=45.838577,-88.089055",45.838577,-88.089055,365.1357117,26,58,16
andes-tower-hills,https://www.skiresort.info/ski-resort/andes-tower-hills/,"https://www.google.com/maps?q=45.85064050443734,-95.62988298120159",45.8506405,-95.62988298,371.9991455,55,40,5
john-melissa-besse-sports-park-gladstone,https://www.skiresort.info/ski-resort/john-melissa-besse-sports-park-gladstone/,"https://www.google.com/maps?q=45.86027694158428,-87.03855111039525",45.86027694,-87.03855111,214.9266052,83,17,
snowhaven,https://www.skiresort.info/ski-resort/snowhaven/,"https://www.google.com/maps?q=45.867713,-116.089581",45.867713,-116.089581,930.7156982,50,50,
mont-habitant,https://www.skiresort.info/ski-resort/mont-habitant/,"https://www.google.com/maps?q=45.880570,-74.175368",45.88057,-74.175368,346.7164307,18,64,18
mont-avila,https://www.skiresort.info/ski-resort/mont-avila/,"https://www.google.com/maps?q=45.885154,-74.134433",45.885154,-74.134433,351.171814,39,38,23
sommet-saint-sauveur,https://www.skiresort.info/ski-resort/sommet-saint-sauveur/,"https://www.google.com/maps?q=45.885176,-74.149872",45.885176,-74.149872,349.8367004,26,53,21
keyes-peak,https://www.skiresort.info/ski-resort/keyes-peak/,"https://www.google.com/maps?q=45.895389045391155,-88.29941792814061",45.89538905,-88.29941793,408.0291138,100,,
morin-heights,https://www.skiresort.info/ski-resort/morin-heights/,"https://www.google.com/maps?q=45.899267,-74.270113",45.899267,-74.270113,342.2160034,34,33,33
sommet-olympia,https://www.skiresort.info/ski-resort/sommet-olympia/,"https://www.google.com/maps?q=45.914724,-74.123276",45.914724,-74.123276,357.9342346,60,25,15
mont-chilly,https://www.skiresort.info/ski-resort/mont-chilly/,"https://www.google.com/maps?q=45.916362,-76.744891",45.916362,-76.744891,270.9649963,40,28,32
sommet-gabriel,https://www.skiresort.info/ski-resort/sommet-gabriel/,"https://www.google.com/maps?q=45.923070,-74.151547",45.92307,-74.151547,357.1427612,17,42,41
mont-gleason,https://www.skiresort.info/ski-resort/mont-gleason/,"https://www.google.com/maps?q=45.929848,-71.962659",45.929848,-71.962659,148.3138275,25,50,25
