resort,url,maps_url,lat,lon,altitude,beg,int,adv
falcon-ridge,https://www.skiresort.info/ski-resort/falcon-ridge/,"https://www.google.com/maps?q=49.703318,-95.189995",49.703318,-95.189995,329.6854858,80,20,
mount-washington,https://www.skiresort.info/ski-resort/mount-washington/,"https://www.google.com/maps?q=49.74196209891872,-125.30383823849697",49.7419621,-125.3038382,201.7686768,20,35,45
big-white,https://www.skiresort.info/ski-resort/big-white/,"https://www.google.com/maps?q=49.745161,-118.979655",49.745161,-118.979655,1411.290894,18,54,28
mount-evergreen-kenora,https://www.skiresort.info/ski-resort/mount-evergreen-kenora/,"https://www.google.com/maps?q=49.792878,-94.412385",49.792878,-94.412385,372.2278748,50,14,36
garibaldi-at-squamish-planned,https://www.skiresort.info/ski-resort/garibaldi-at-squamish-planned/,"https://www.google.com/maps?q=49.80527594284553,-123.11173763749593",49.80527594,-123.1117376,1138.549927,,,
crystal-mountain-westbank,https://www.skiresort.info/ski-resort/crystal-mountain-westbank/,"https://www.google.com/maps?q=49.882085,-119.711566",49.882085,-119.711566,1482.772583,36,52,12
stellar-heliskiing,https://www.skiresort.info/ski-resort/stellar-heliskiing/,"https://www.google.com/maps?q=49.900794,-116.906907",49.900794,-116.906907,1622.539551,,,
mont-chalco,https://www.skiresort.info/ski-resort/mont-chalco/,"https://www.google.com/maps?q=49.9143532153255,-74.30530238008134",49.91435322,-74.30530238,408.8934937,49,14,37
spring-hill-winter-park,https://www.skiresort.info/ski-resort/spring-hill-winter-park/,"https://www.google.com/maps?q=49.96262048155109,-96.98388122256694",49.96262048,-96.98388122,232.1553802,100,,
powder-mountain-chance-creek,https://www.skiresort.info/ski-resort/powder-mountain-chance-creek/,"https://www.google.com/maps?q=49.9647483,-123.148412414",49.9647483,-123.1484124,1306.564087,,,
zincton-mountain-village-planned,https://www.skiresort.info/ski-resort/zincton-mountain-village-planned/,"https://www.google.com/maps?q=50.018743,-117.276739",50.018743,-117.276739,1640.252075,,,
wapiti-ski-hill-elkford,https://www.skiresort.info/ski-resort/wapiti-ski-hill-elkford/,"https://www.google.com/maps?q=50.021199,-114.939219",50.021199,-114.939219,1721.343628,61,26,13
retallack-alpine-adventures-new-denver,https://www.skiresort.info/ski-resort/retallack-alpine-adventures-new-denver/,"https://www.google.com/maps?q=50.04028,-117.144912",50.04028,-117.144912,1600.68811,,,
whistler-blackcomb,https://www.skiresort.info/ski-resort/whistler-blackcomb/,"https://www.google.com/maps?q=50.093718,-122.988741",50.093718,-122.988741,1550.818115,20,55,25
stony-mountain,https://www.skiresort.info/ski-resort/stony-mountain/,"https://www.google.com/maps?q=50.093985,-97.206272",50.093985,-97.206272,234.3287354,66,18,16
keefer-lake-lodge,https://www.skiresort.info/ski-resort/keefer-lake-lodge/,"https://www.google.com/maps?q=50.12795952879663,-118.35218314952557",50.12795953,-118.3521831,1715.909546,,,
summit-lake-nakusp,https://www.skiresort.info/ski-resort/summit-lake-nakusp/,"https://www.google.com/maps?q=50.145614206563636,-117.61479686068967",50.14561421,-117.6147969,1775.990112,35,43,22
gallix,https://www.skiresort.info/ski-resort/gallix/,"https://www.google.com/maps?q=50.17482,-66.710873",50.17482,-66.710873,124.2841339,33,22,45
mount-cain,https://www.skiresort.info/ski-resort/mount-cain/,"https://www.google.com/maps?q=50.21915,-126.353827",50.21915,-126.353827,870.1403198,26,42,32
selkirk-meadow-creek,https://www.skiresort.info/ski-resort/selkirk-meadow-creek/,"https://www.google.com/maps?q=50.252300275482355,-117.02744629462575",50.25230028,-117.0274463,1648.282349,,,
minnedosa-ski-valley,https://www.skiresort.info/ski-resort/minnedosa-ski-valley/,"https://www.google.com/maps?q=50.319378,-99.876806",50.319378,-99.876806,435.476593,34,42,24
fairmont-hot-springs,https://www.skiresort.info/ski-resort/fairmont-hot-springs/,"https://www.google.com/maps?q=50.33792643060149,-115.82706436514854",50.33792643,-115.8270644,2030.929077,40,40,20
silver-star,https://www.skiresort.info/ski-resort/silver-star/,"https://www.google.com/maps?q=50.359905,-119.057151",50.359905,-119.057151,1137.963379,17,39,44
white-grizzly-meadow-creek,https://www.skiresort.info/ski-resort/white-grizzly-meadow-creek/,"https://www.google.com/maps?q=50.395025,-117.097383",50.395025,-117.097383,1719.319824,,,
panorama,https://www.skiresort.info/ski-resort/panorama/,"https://www.google.com/maps?q=50.456351195266855,-116.23796871175483",50.4563512,-116.2379687,2014.54126,28,22,50
ochapowace,https://www.skiresort.info/ski-resort/ochapowace/,"https://www.google.com/maps?q=50.525207,-102.492701",50.525207,-102.492701,602.4875488,50,30,20
great-northern-snow-cat-trout-lake,https://www.skiresort.info/ski-resort/great-northern-snow-cat-trout-lake/,"https://www.google.com/maps?q=50.66362201687453,-117.56510193705861",50.66362202,-117.5651019,1834.221313,,,
monashee-powder-coldstream,https://www.skiresort.info/ski-resort/monashee-powder-coldstream/,"https://www.google.com/maps?q=50.71497680105456,-118.37915965595158",50.7149768,-118.3791597,1407.879517,,,
harper-mountain,https://www.skiresort.info/ski-resort/harper-mountain/,"https://www.google.com/maps?q=50.722991,-120.139224",50.722991,-120.139224,1431.674316,25,50,25
mission-ridge,https://www.skiresort.info/ski-resort/mission-ridge/,"https://www.google.com/maps?q=50.755080058458226,-103.77996427967759",50.75508006,-103.7799643,610.9356689,40,40,20
fortress-mountain,https://www.skiresort.info/ski-resort/fortress-mountain/,"https://www.google.com/maps?q=50.81971,-115.197659",50.81971,-115.197659,1714.754517,23,50,27
sun-peaks,https://www.skiresort.info/ski-resort/sun-peaks/,"https://www.google.com/maps?q=50.884626,-119.887303",50.884626,-119.887303,1377.850708,10,58,32
nakiska,https://www.skiresort.info/ski-resort/nakiska/,"https://www.google.com/maps?q=50.942587,-115.153128",50.942587,-115.153128,1675.873657,17,59,24
asessippi,https://www.skiresort.info/ski-resort/asessippi/,"https://www.google.com/maps?q=50.95127,-101.337",50.95127,-101.337,558.7391357,40,30,30
tyax-heliskiing,https://www.skiresort.info/ski-resort/tyax-heliskiing/,"https://www.google.com/maps?q=50.952288,-122.771057",50.952288,-122.771057,1457.366943,,,
revelstoke-mountain-resort,https://www.skiresort.info/ski-resort/revelstoke-mountain-resort/,"https://www.google.com/maps?q=50.958363,-118.163675",50.958363,-118.163675,1590.18457,29,33,38
eagle-pass-heliskiing,https://www.skiresort.info/ski-resort/eagle-pass-heliskiing/,"https://www.google.com/maps?q=50.978401,-118.230459",50.978401,-118.230459,1489.053345,,,
canada-olympic-park-calgary,https://www.skiresort.info/ski-resort/canada-olympic-park-calgary/,"https://www.google.com/maps?q=51.082059279668925,-114.21643941306861",51.08205928,-114.2164394,1141.682007,87,13,
sunshine-village,https://www.skiresort.info/ski-resort/sunshine-village/,"https://www.google.com/maps?q=51.114838,-115.764055",51.114838,-115.764055,1963.687378,23,46,31
mustang-powder,https://www.skiresort.info/ski-resort/mustang-powder/,"https://www.google.com/maps?q=51.17456281882372,-118.71465862096602",51.17456282,-118.7146586,1005.321716,,,
mt-norquay-banff,https://www.skiresort.info/ski-resort/mt-norquay-banff/,"https://www.google.com/maps?q=51.204706,-115.599368",51.204706,-115.599368,1850.127197,33,27,40
kicking-horse-golden,https://www.skiresort.info/ski-resort/kicking-horse-golden/,"https://www.google.com/maps?q=51.297611,-117.048597",51.297611,-117.048597,2208.601074,20,20,60
purcell-heliskiing,https://www.skiresort.info/ski-resort/purcell-heliskiing/,"https://www.google.com/maps?q=51.301998,-116.940867",51.301998,-116.940867,2216.244873,,,
lake-louise,https://www.skiresort.info/ski-resort/lake-louise/,"https://www.google.com/maps?q=51.44223764219798,-116.16120974423362",51.44223764,-116.1612097,2077.406006,25,45,30
drumheller-valley-ski-hill,https://www.skiresort.info/ski-resort/drumheller-valley-ski-hill/,"https://www.google.com/maps?q=51.460291,-112.748862",51.460291,-112.748862,850.1574097,100,,
chatter-creek,https://www.skiresort.info/ski-resort/chatter-creek/,"https://www.google.com/maps?q=51.49693429505468,-117.17483092180454",51.4969343,-117.1748309,2328.695313,,,
duck-mountain-kamsack,https://www.skiresort.info/ski-resort/duck-mountain-kamsack/,"https://www.google.com/maps?q=51.560773,-101.609293",51.560773,-101.609293,518.2925415,40,38,22
adamants,https://www.skiresort.info/ski-resort/adamants/,"https://www.google.com/maps?q=51.633375,-118.168817",51.633375,-118.168817,1957.500244,,,
clearwater,https://www.skiresort.info/ski-resort/clearwater/,"https://www.google.com/maps?q=51.636285,-120.025603",51.636285,-120.025603,1191.92981,49,37,14
twin-towers,https://www.skiresort.info/ski-resort/twin-towers/,"https://www.google.com/maps?q=51.681483,-108.491311",51.681483,-108.491311,644.3209839,50,50,
pantheon,https://www.skiresort.info/ski-resort/pantheon/,"https://www.google.com/maps?q=51.730429,-124.746708",51.730429,-124.746708,1093.451416,,,
mount-timothy,https://www.skiresort.info/ski-resort/mount-timothy/,"https://www.google.com/maps?q=51.915533,-121.251711",51.915533,-121.251711,1175.171631,26,49,25
thunderhill-benito,https://www.skiresort.info/ski-resort/thunderhill-benito/,"https://www.google.com/maps?q=52.013074,-101.597202",52.013074,-101.597202,490.9727478,62,20,18
innisfail,https://www.skiresort.info/ski-resort/innisfail/,"https://www.google.com/maps?q=52.036739,-113.967313",52.036739,-113.967313,928.1610107,50,50,
optimist-hill,https://www.skiresort.info/ski-resort/optimist-hill/,"https://www.google.com/maps?q=52.097215,-106.686557",52.097215,-106.686557,518.8182373,100,,
mike-wiegele-blue-river,https://www.skiresort.info/ski-resort/mike-wiegele-blue-river/,"https://www.google.com/maps?q=52.114221,-119.302114",52.114221,-119.302114,1727.077026,,,
mica-heli-guides-mica-creek,https://www.skiresort.info/ski-resort/mica-heli-guides-mica-creek/,"https://www.google.com/maps?q=52.19785542388402,-118.43674576650288",52.19785542,-118.4367458,2053.176025,,,
canyon-ski-area,https://www.skiresort.info/ski-resort/canyon-ski-area/,"https://www.google.com/maps?q=52.304779,-113.683214",52.304779,-113.683214,885.6906128,38,54,8
bella-coola,https://www.skiresort.info/ski-resort/bella-coola/,"https://www.google.com/maps?q=52.371060,-126.069875",52.37106,-126.069875,1836.690796,,,
valley-ski-hill-alliance,https://www.skiresort.info/ski-resort/valley-ski-hill-alliance/,"https://www.google.com/maps?q=52.413914,-111.824273",52.413914,-111.824273,753.7627563,46,31,23
medicine-lodge,https://www.skiresort.info/ski-resort/medicine-lodge/,"https://www.google.com/maps?q=52.455160,-114.258028",52.45516,-114.258028,944.9384155,37,49,14
south-tweedsmuir-park,https://www.skiresort.info/ski-resort/south-tweedsmuir-park/,"https://www.google.com/maps?q=52.537089,-125.847977",52.537089,-125.847977,1534.226074,100,,
cariboos,https://www.skiresort.info/ski-resort/cariboos/,"https://www.google.com/maps?q=52.72026282415,-119.471866254",52.72026282,-119.4718663,1772.600952,,,
marmot-basin-jasper,https://www.skiresort.info/ski-resort/marmot-basin-jasper/,"https://www.google.com/maps?q=52.800177,-118.082632",52.800177,-118.082632,1995.734985,30,28,42
table-mountain,https://www.skiresort.info/ski-resort/table-mountain/,"https://www.google.com/maps?q=52.814609,-108.605481",52.814609,-108.605481,583.6294556,61,34,5
valemount-glaciers-planned,https://www.skiresort.info/ski-resort/valemount-glaciers-planned/,"https://www.google.com/maps?q=52.824873,-119.367561",52.824873,-119.367561,1727.770264,,,
smokey-mountain,https://www.skiresort.info/ski-resort/smokey-mountain/,"https://www.google.com/maps?q=52.977163,-66.921813",52.977163,-66.921813,707.4533081,37,37,26
cariboo-mica-mountain,https://www.skiresort.info/ski-resort/cariboo-mica-mountain/,"https://www.google.com/maps?q=52.978519250433045,-119.44517994950479",52.97851925,-119.4451799,1820.99939,,,
gwynne-valley,https://www.skiresort.info/ski-resort/gwynne-valley/,"https://www.google.com/maps?q=52.986124,-113.217786",52.986124,-113.217786,764.7181396,70,30,
troll-resort-quesnel,https://www.skiresort.info/ski-resort/troll-resort-quesnel/,"https://www.google.com/maps?q=53.066939738706,-121.94243027957889",53.06693974,-121.9424303,1106.315796,31,44,25
mount-joy,https://www.skiresort.info/ski-resort/mount-joy/,"https://www.google.com/maps?q=53.101762,-110.153235",53.101762,-110.153235,626.6044922,33,44,23
kinsmen-little-red-river-park-prince-albert,https://www.skiresort.info/ski-resort/kinsmen-little-red-river-park-prince-albert/,"https://www.google.com/maps?q=53.222382,-105.716779",53.222382,-105.716779,490.1196594,100,,
wapiti-valley,https://www.skiresort.info/ski-resort/wapiti-valley/,"https://www.google.com/maps?q=53.234432,-104.453266",53.234432,-104.453266,434.7906189,33,50,17
drayton-valley-brazeau-ski-hill,https://www.skiresort.info/ski-resort/drayton-valley-brazeau-ski-hill/,"https://www.google.com/maps?q=53.237785,-114.922983",53.237785,-114.922983,872.2891846,40,33,27
rabbit-hill-snow-resort,https://www.skiresort.info/ski-resort/rabbit-hill-snow-resort/,"https://www.google.com/maps?q=53.381212,-113.672555",53.381212,-113.672555,764.6604614,50,33,17
snow-goose-mountain,https://www.skiresort.info/ski-resort/snow-goose-mountain/,"https://www.google.com/maps?q=53.410487,-60.425843",53.410487,-60.425843,285.8328857,100,,
snow-valley-edmonton,https://www.skiresort.info/ski-resort/snow-valley-edmonton/,"https://www.google.com/maps?q=53.484075,-113.557581",53.484075,-113.557581,742.3022461,83,,17
edmonton-ski-club,https://www.skiresort.info/ski-resort/edmonton-ski-club/,"https://www.google.com/maps?q=53.534001,-113.475519",53.534001,-113.475519,729.5501709,20,60,20
sunridge,https://www.skiresort.info/ski-resort/sunridge/,"https://www.google.com/maps?q=53.565665,-113.375124",53.565665,-113.375124,717.5864258,31,25,44
crescent-spur,https://www.skiresort.info/ski-resort/crescent-spur/,"https://www.google.com/maps?q=53.56816601761549,-120.67186278876704",53.56816602,-120.6718628,1440.387451,,,
timber-ridge-big-river,https://www.skiresort.info/ski-resort/timber-ridge-big-river/,"https://www.google.com/maps?q=53.788080730465225,-106.98253211730619",53.78808073,-106.9825321,497.5882263,60,40,
aberdeen-heli-prince-george,https://www.skiresort.info/ski-resort/aberdeen-heli-prince-george/,"https://www.google.com/maps?q=53.882660451865256,-122.67616788740803",53.88266045,-122.6761679,755.0008545,,,
silver-summit,https://www.skiresort.info/ski-resort/silver-summit/,"https://www.google.com/maps?q=53.89350537369352,-116.56763959431245",53.89350537,-116.5676396,1002.16394,40,40,20
purden,https://www.skiresort.info/ski-resort/purden/,"https://www.google.com/maps?q=53.899584711333716,-121.88486952232614",53.89958471,-121.8848695,761.2769775,20,56,24
tabor-mountain,https://www.skiresort.info/ski-resort/tabor-mountain/,"https://www.google.com/maps?q=53.943466,-122.453303",53.943466,-122.453303,736.0305176,25,50,25
hart-highlands-prince-george,https://www.skiresort.info/ski-resort/hart-highlands-prince-george/,"https://www.google.com/maps?q=53.983221,-122.792524",53.983221,-122.792524,728.6417236,100,,
eastlink-park-whitecourt,https://www.skiresort.info/ski-resort/eastlink-park-whitecourt/,"https://www.google.com/maps?q=54.134569,-115.652564",54.134569,-115.652564,895.4842529,100,,
tawatinaw-valley,https://www.skiresort.info/ski-resort/tawatinaw-valley/,"https://www.google.com/maps?q=54.302495,-113.476485",54.302495,-113.476485,657.895752,33,45,22
misty-ridge,https://www.skiresort.info/ski-resort/misty-ridge/,"https://www.google.com/maps?q=54.362535,-114.541117",54.362535,-114.541117,767.5129395,60,40,
kinosoo-ridge,https://www.skiresort.info/ski-resort/kinosoo-ridge/,"https://www.google.com/maps?q=54.440386,-110.018724",54.440386,-110.018724,674.940979,30,40,30
northern-escape-heli-skiing,https://www.skiresort.info/ski-resort/northern-escape-heli-skiing/,"https://www.google.com/maps?q=54.480573,-128.742152",54.480573,-128.742152,874.807312,,,
shames-mountain,https://www.skiresort.info/ski-resort/shames-mountain/,"https://www.google.com/maps?q=54.485161,-128.953253",54.485161,-128.953253,671.5421753,21,61,18
murray-ridge,https://www.skiresort.info/ski-resort/murray-ridge/,"https://www.google.com/maps?q=54.51766051252366,-124.21004186727507",54.51766051,-124.2100419,947.9054565,32,32,36
hudson-bay-mountain-smithers,https://www.skiresort.info/ski-resort/hudson-bay-mountain-smithers/,"https://www.google.com/maps?q=54.773873,-127.233455",54.773873,-127.233455,1258.967041,49,35,16
nitehawk,https://www.skiresort.info/ski-resort/nitehawk/,"https://www.google.com/maps?q=55.061141890303816,-118.85903165012405",55.06114189,-118.8590317,670.8230591,49,37,14
little-mac-mackenzie,https://www.skiresort.info/ski-resort/little-mac-mackenzie/,"https://www.google.com/maps?q=55.340853,-123.076506",55.340853,-123.076506,898.8934326,67,33,
powder-king,https://www.skiresort.info/ski-resort/powder-king/,"https://www.google.com/maps?q=55.364301747939926,-122.61248648372985",55.36430175,-122.6124865,993.1635742,48,28,24
little-smoky,https://www.skiresort.info/ski-resort/little-smoky/,"https://www.google.com/maps?q=55.46406689824404,-117.19585412788996",55.4640669,-117.1958541,635.1981201,31,24,45
spring-lake-ski-hill,https://www.skiresort.info/ski-resort/spring-lake-ski-hill/,"https://www.google.com/maps?q=55.505269,-119.586552",55.505269,-119.586552,701.4205933,60,40,
skeena-heliskiing,https://www.skiresort.info/ski-resort/skeena-heliskiing/,"https://www.google.com/maps?q=55.611716897514334,-128.12423322029701",55.6117169,-128.1242332,1134.821777,,,
bear-mountain-dawson-creek,https://www.skiresort.info/ski-resort/bear-mountain-dawson-creek/,"https://www.google.com/maps?q=55.7150390743958,-120.26760830352913",55.71503907,-120.2676083,750.5180664,41,41,18
mystery-mountain,https://www.skiresort.info/ski-resort/mystery-mountain/,"https://www.google.com/maps?q=55.86926412145865,-97.77530645147318",55.86926412,-97.77530645,229.2183838,40,40,20
last-frontier-bob-quinn-lake,https://www.skiresort.info/ski-resort/last-frontier-bob-quinn-lake/,"https://www.google.com/maps?q=55.936004067713334,-129.99468200077212",55.93600407,-129.994682,1285.560425,,,
fairview-ski-hill,https://www.skiresort.info/ski-resort/fairview-ski-hill/,"https://www.google.com/maps?q=55.994445,-118.604516",55.994445,-118.604516,574.6777954,35,20,45
hudsons-hope-portage-mountain,https://www.skiresort.info/ski-resort/hudsons-hope-portage-mountain/,"https://www.google.com/maps?q=56.010952,-122.172305",56.010952,-122.172305,703.8879395,100,,
big-bam-taylor,https://www.skiresort.info/ski-resort/big-bam-taylor/,"https://www.google.com/maps?q=56.129755,-120.730949",56.129755,-120.730949,798.9547729,50,33,17
misery-mountain,https://www.skiresort.info/ski-resort/misery-mountain/,"https://www.google.com/maps?q=56.226078,-117.302006",56.226078,-117.302006,588.4394531,37,37,26
whispering-pines-worsley,https://www.skiresort.info/ski-resort/whispering-pines-worsley/,"https://www.google.com/maps?q=56.602975,-119.392202",56.602975,-119.392202,690.8253174,28,22,50
vista-ridge,https://www.skiresort.info/ski-resort/vista-ridge/,"https://www.google.com/maps?q=56.667337,-111.132012",56.667337,-111.132012,531.2280273,45,44,11
eaglecrest-juneau,https://www.skiresort.info/ski-resort/eaglecrest-juneau/,"https://www.google.com/maps?q=58.274256,-134.512807",58.274256,-134.512807,291.9584045,20,40,40
atlin-heli-sports,https://www.skiresort.info/ski-resort/atlin-heli-sports/,"https://www.google.com/maps?q=59.584892,-133.661649",59.584892,-133.661649,1276.827515,,,
mount-maichen,https://www.skiresort.info/ski-resort/mount-maichen/,"https://www.google.com/maps?q=60.114122202695015,-128.7512348587867",60.1141222,-128.7512349,811.2393799,45,33,22
mt-eyak,https://www.skiresort.info/ski-resort/mt-eyak/,"https://www.google.com/maps?q=60.549977,-145.749898",60.549977,-145.749898,504.0648804,20,40,40
points-north-heli-adventures,https://www.skiresort.info/ski-resort/points-north-heli-adventures/,"https://www.google.com/maps?q=60.57988057424829,-145.71775527094064",60.57988057,-145.7177553,516.3590698,,,
mount-sima,https://www.skiresort.info/ski-resort/mount-sima/,"https://www.google.com/maps?q=60.611906,-135.046553",60.611906,-135.046553,804.2313232,50,30,20
alyeska-resort-girdwood,https://www.skiresort.info/ski-resort/alyeska-resort-girdwood/,"https://www.google.com/maps?q=60.97006173416786,-149.096449963103",60.97006173,-149.09645,745.7872925,23,50,27
salmonberry-valdez,https://www.skiresort.info/ski-resort/salmonberry-valdez/,"https://www.google.com/maps?q=61.075104,-146.134474",61.075104,-146.134474,1048.647583,100,,
hilltop-anchorage,https://www.skiresort.info/ski-resort/hilltop-anchorage/,"https://www.google.com/maps?q=61.140944,-149.743733",61.140944,-149.743733,248.0079041,80,20,
valdez-heli-ski-guides,https://www.skiresort.info/ski-resort/valdez-heli-ski-guides/,"https://www.google.com/maps?q=61.19803391795622,-145.5527226607919",61.19803392,-145.5527227,768.8659058,,,
arctic-valley,https://www.skiresort.info/ski-resort/arctic-valley/,"https://www.google.com/maps?q=61.247985,-149.532048",61.247985,-149.532048,488.21875,20,40,40
hillberg,https://www.skiresort.info/ski-resort/hillberg/,"https://www.google.com/maps?q=61.274793963491945,-149.8203142588388",61.27479396,-149.8203143,204.429306,75,25,
skeetawk-hatcher-pass,https://www.skiresort.info/ski-resort/skeetawk-hatcher-pass/,"https://www.google.com/maps?q=61.743866,-149.23433",61.743866,-149.23433,1093.473145,40,32,28
bristol-pit-yellowknife,https://www.skiresort.info/ski-resort/bristol-pit-yellowknife/,"https://www.google.com/maps?q=62.462445,-114.410008",62.462445,-114.410008,209.6444092,100,,
black-rapid,https://www.skiresort.info/ski-resort/black-rapid/,"https://www.google.com/maps?q=63.520891340005676,-145.8481070430411",63.52089134,-145.848107,753.1300659,62,38,
moose-mountain-dawson-city,https://www.skiresort.info/ski-resort/moose-mountain-dawson-city/,"https://www.google.com/maps?q=64.050158,-139.409508",64.050158,-139.409508,754.0744019,74,26,
sisorarfiit-nuuk,https://www.skiresort.info/ski-resort/sisorarfiit-nuuk/,"https://www.google.com/maps?q=64.189201,-51.668848",64.189201,-51.668848,207.2858887,100,,
fort-wainwrightbirch-hill-fairbanks,https://www.skiresort.info/ski-resort/fort-wainwrightbirch-hill-fairbanks/,"https://www.google.com/maps?q=64.859113,-147.620419",64.859113,-147.620419,448.9428711,22,49,29
moose-mountain,https://www.skiresort.info/ski-resort/moose-mountain/,"https://www.google.com/maps?q=64.940575,-147.990942",64.940575,-147.990942,442.4753418,12,48,40
skiland-mt-aurora,https://www.skiresort.info/ski-resort/skiland-mt-aurora/,"https://www.google.com/maps?q=65.05576,-147.409304",65.05576,-147.409304,281.1578064,25,52,23
toesebakken-sisimiut,https://www.skiresort.info/ski-resort/toesebakken-sisimiut/,"https://www.google.com/maps?q=66.935724,-53.650803",66.935724,-53.650803,123.4078674,100,,
solbakken-sisimiut,https://www.skiresort.info/ski-resort/solbakken-sisimiut/,"https://www.google.com/maps?q=66.939029,-53.531359",66.939029,-53.531359,194.6463013,13,57,30
tupilak-aasiaat,https://www.skiresort.info/ski-resort/tupilak-aasiaat/,"https://www.google.com/maps?q=68.704449,-52.886861",68.704449,-52.886861,-135.818634,100,,
oglebay-resort,https://www.skiresort.info/ski-resort/oglebay-resort/,,,,,100,,
glen-mountain-park,https://www.skiresort.info/ski-resort/glen-mountain-park/,,,,,,,
kootenay,https://www.skiresort.info/ski-resort/kootenay/,,,,,,,
monashee,https://www.skiresort.info/ski-resort/monashee/,,,,,,,
bobby-burns,https://www.skiresort.info/ski-resort/bobby-burns/,,,,,,,
canadian-mountain-holidays-valemount,https://www.skiresort.info/ski-resort/canadian-mountain-holidays-valemount/,,,,,,,
gothics,https://www.skiresort.info/ski-resort/gothics/,,,,,,,
galena,https://www.skiresort.info/ski-resort/galena/,,,,,,,
bugaboos,https://www.skiresort.info/ski-resort/bugaboos/,,,,,,,
mcbride,https://www.skiresort.info/ski-resort/mcbride/,,,,,,,
jerrys-heliski-alaska,https://www.skiresort.info/ski-resort/jerrys-heliski-alaska/,,,,,,,
h2o-guides,https://www.skiresort.info/ski-resort/h2o-guides/,,,,,,,
highland-powder-cat-skiing,https://www.skiresort.info/ski-resort/highland-powder-cat-skiing/,,,,,,,
yukon-alpine-heliskiing,https://www.skiresort.info/ski-resort/yukon-alpine-heliskiing/,,,,,,,
wildhorse-cat-skiing,https://www.skiresort.info/ski-resort/wildhorse-cat-skiing/,,,,,,,
whisper-ridge,https://www.skiresort.info/ski-resort/whisper-ridge/,,,,,,,
tulsequah-heliskiing,https://www.skiresort.info/ski-resort/tulsequah-heliskiing/,,,,,,,
sunday-peaks,https://www.skiresort.info/ski-resort/sunday-peaks/,,,,,,,
snowpatch-ski-hill,https://www.skiresort.info/ski-resort/snowpatch-ski-hill/,,,,,,,
bearfire-resort-dallas-fort-worth-planned,https://www.skiresort.info/ski-resort/bearfire-resort-dallas-fort-worth-planned/,,,,,,,
carson-ski-resort,https://www.skiresort.info/ski-resort/carson-ski-resort/,,,,,,,
mont-daniel,https://www.skiresort.info/ski-resort/mont-daniel/,,,,,,,
northern-lights,https://www.skiresort.info/ski-resort/northern-lights/,,,,,,,
caribou-mountain,https://www.skiresort.info/ski-resort/caribou-mountain/,,,,,,,
riverside-hills,https://www.skiresort.info/ski-resort/riverside-hills/,,,,,,,
jumbo-glacier-resort-planned,https://www.skiresort.info/ski-resort/jumbo-glacier-resort-planned/,,,,,,,
heyden-aweres,https://www.skiresort.info/ski-resort/heyden-aweres/,,,,,,,
silverwood-winter-park,https://www.skiresort.info/ski-resort/silverwood-winter-park/,,,,,,,
scotch-valley-resort,https://www.skiresort.info/ski-resort/scotch-valley-resort/,,,,,,,
lynx-creek,https://www.skiresort.info/ski-resort/lynx-creek/,,,,,,,
caswell,https://www.skiresort.info/ski-resort/caswell/,,,,,,,
north-bicentennial-park,https://www.skiresort.info/ski-resort/north-bicentennial-park/,,,,,,,
mott-mountain,https://www.skiresort.info/ski-resort/mott-mountain/,,,,,,,
sunset-ski-area,https://www.skiresort.info/ski-resort/sunset-ski-area/,,,,,,,
huntington,https://www.skiresort.info/ski-resort/huntington/,,,,,,,
quadna-mountain,https://www.skiresort.info/ski-resort/quadna-mountain/,,,,,,,
saddle-mountain-planned,https://www.skiresort.info/ski-resort/saddle-mountain-planned/,,,,,,,
las-vegas-wet-planned,https://www.skiresort.info/ski-resort/las-vegas-wet-planned/,,,,,,,
