resort,url,maps_url,lat,lon,altitude,beg,int,adv,geometry
the-ridge-le-roy,https://www.skiresort.info/ski-resort/the-ridge-le-roy/,"https://www.google.com/maps?q=43.020571,-77.953745",43.020571,-77.953745,253.4979095,57.0,43.0,,POINT (-77.95374412554916 43.02057275725891)
willard-mountain-greenwich,https://www.skiresort.info/ski-resort/willard-mountain-greenwich/,"https://www.google.com/maps?q=43.021237,-73.517474",43.021237,-73.517474,443.7146912,21.0,50.0,29.0,POINT (-73.51747414298784 43.0212373399654)
four-seasons,https://www.skiresort.info/ski-resort/four-seasons/,"https://www.google.com/maps?q=43.0351333164408,-75.97246397204898",43.03513332,-75.97246397,186.7418976,50.0,50.0,,POINT (-75.97246350074745 43.03513470071504)
tyrol-basin-mt-horeb,https://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,"https://www.google.com/maps?q=43.04568351424903,-89.78254969053586",43.04568351,-89.78254969,323.8820496,30.0,35.0,35.0,POINT (-89.78255030151516 43.04568124730735)
cannonsburg,https://www.skiresort.info/ski-resort/cannonsburg/,"https://www.google.com/maps?q=43.05341343175081,-85.50186255145123",43.05341343,-85.50186255,211.9803619,25.0,50.0,25.0,POINT (-85.50186625396539 43.05341320539083)
mulligans-hollow-ski-bowl,https://www.skiresort.info/ski-resort/mulligans-hollow-ski-bowl/,"https://www.google.com/maps?q=43.057605,-86.240105",43.057605,-86.240105,161.6474457,30.0,42.0,28.0,POINT (-86.24010799495973 43.057605900787635)
pando-park,https://www.skiresort.info/ski-resort/pando-park/,"https://www.google.com/maps?q=43.082479,-85.469172",43.082479,-85.469172,216.7866211,77.0,23.0,,POINT (-85.4691756706627 43.08247875980403)
blackhawk-ski-club-middleton,https://www.skiresort.info/ski-resort/blackhawk-ski-club-middleton/,"https://www.google.com/maps?q=43.082742,-89.570114",43.082742,-89.570114,304.4972229,75.0,25.0,,POINT (-89.5701147909492 43.08273976894877)
royal-mountain,https://www.skiresort.info/ski-resort/royal-mountain/,"https://www.google.com/maps?q=43.084271,-74.503495",43.084271,-74.503495,231.1495667,33.0,40.0,27.0,POINT (-74.50349506327683 43.08427205452438)
val-bialas-ski-center-utica,https://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,"https://www.google.com/maps?q=43.084299,-75.250423",43.084299,-75.250423,198.052002,45.0,22.0,33.0,POINT (-75.25042272855198 43.084300141958856)
stratton,https://www.skiresort.info/ski-resort/stratton/,"https://www.google.com/maps?q=43.113359,-72.908996",43.113359,-72.908996,624.5422363,65.0,22.0,13.0,POINT (-72.90899572480757 43.11335980095978)
ausblick-sussex,https://www.skiresort.info/ski-resort/ausblick-sussex/,"https://www.google.com/maps?q=43.133836,-88.264724",43.133836,-88.264724,238.7424927,57.0,43.0,,POINT (-88.26472667282869 43.13383358671197)
brantling,https://www.skiresort.info/ski-resort/brantling/,"https://www.google.com/maps?q=43.149149,-77.065583",43.149149,-77.065583,150.5948029,70.0,30.0,,POINT (-77.06558160589358 43.14915133160845)
pats-peak,https://www.skiresort.info/ski-resort/pats-peak/,"https://www.google.com/maps?q=43.163171,-71.796016",43.163171,-71.796016,293.5978088,30.0,24.0,46.0,POINT (-71.79601720719995 43.16317326392437)
mt-bailey,https://www.skiresort.info/ski-resort/mt-bailey/,"https://www.google.com/maps?q=43.177164283330164,-122.13715798344411",43.17716428,-122.137158,1474.36438,,,,POINT (-122.13716162218296 43.17716496750441)
magic-mountain,https://www.skiresort.info/ski-resort/magic-mountain/,"https://www.google.com/maps?q=43.202075,-72.771769",43.202075,-72.771769,571.6073608,30.0,30.0,40.0,POINT (-72.77176872889648 43.202076089392385)
bromley-mountain,https://www.skiresort.info/ski-resort/bromley-mountain/,"https://www.google.com/maps?q=43.2130838907531,-72.93563959765565",43.21308389,-72.9356396,615.5667114,33.0,40.0,27.0,POINT (-72.93563946318197 43.21308476840322)
powderhouse-hill-south-berwick,https://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,"https://www.google.com/maps?q=43.237044,-70.802230",43.237044,-70.80223,30.6509552,100.0,,,POINT (-70.80223190667301 43.23704483107032)
heiliger-huegel-hubertus,https://www.skiresort.info/ski-resort/heiliger-huegel-hubertus/,"https://www.google.com/maps?q=43.252327,-88.310750",43.252327,-88.31075,240.7485809,50.0,33.0,17.0,POINT (-88.3107523119628 43.25232461649913)
west-mountain,https://www.skiresort.info/ski-resort/west-mountain/,"https://www.google.com/maps?q=43.286523,-73.726314",43.286523,-73.726314,416.4883728,60.0,21.0,19.0,POINT (-73.7263140728212 43.28652339121882)
woods-valley,https://www.skiresort.info/ski-resort/woods-valley/,"https://www.google.com/maps?q=43.30176915330399,-75.38353483014734",43.30176915,-75.38353483,245.513504,51.0,37.0,12.0,POINT (-75.38353439650707 43.301770292082026)
mt-sunapee,https://www.skiresort.info/ski-resort/mt-sunapee/,"https://www.google.com/maps?q=43.330009,-72.080424",43.330009,-72.080424,376.9044189,27.0,53.0,20.0,POINT (-72.08042519059663 43.330011072877774)
little-switzerland,https://www.skiresort.info/ski-resort/little-switzerland/,"https://www.google.com/maps?q=43.338279,-88.27902",43.338279,-88.27902,240.89534,37.0,43.0,20.0,POINT (-88.27902211457976 43.33827649757759)
fox-hill,https://www.skiresort.info/ski-resort/fox-hill/,"https://www.google.com/maps?q=43.374678,-88.252262",43.374678,-88.252262,240.8696136,50.0,30.0,20.0,POINT (-88.25226403071692 43.37467542314202)
okemo,https://www.skiresort.info/ski-resort/okemo/,"https://www.google.com/maps?q=43.402358,-72.717696",43.402358,-72.717696,530.6964722,31.0,38.0,31.0,POINT (-72.71769624650764 43.40235934710568)
devils-head,https://www.skiresort.info/ski-resort/devils-head/,"https://www.google.com/maps?q=43.419135,-89.626604",43.419135,-89.626604,290.3431702,30.0,35.0,35.0,POINT (-89.62660558711714 43.41913288964918)
veterans-memorial-franklin,https://www.skiresort.info/ski-resort/veterans-memorial-franklin/,"https://www.google.com/maps?q=43.444855,-71.690924",43.444855,-71.690924,272.2438049,60.0,40.0,,POINT (-71.69092529072142 43.44485715527608)
ascutney-mountain,https://www.skiresort.info/ski-resort/ascutney-mountain/,"https://www.google.com/maps?q=43.464308,-72.465321",43.464308,-72.465321,464.3943176,67.0,33.0,,POINT (-72.46532154809654 43.464309620734305)
snow-king-mountain-jackson,https://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,"https://www.google.com/maps?q=43.47259048923222,-110.7607455388354",43.47259049,-110.7607455,2040.400513,33.0,28.0,39.0,POINT (-110.76074192014401 43.472587661119775)
hickory,https://www.skiresort.info/ski-resort/hickory/,"https://www.google.com/maps?q=43.475747,-73.816339",43.475747,-73.816339,446.2809448,37.0,37.0,26.0,POINT (-73.81633932635114 43.4757481184884)
ragged-mountain,https://www.skiresort.info/ski-resort/ragged-mountain/,"https://www.google.com/maps?q=43.484491,-71.84254",43.484491,-71.84254,314.551239,20.0,44.0,36.0,POINT (-71.84254136169896 43.484493043296766)
soldier-mountain,https://www.skiresort.info/ski-resort/soldier-mountain/,"https://www.google.com/maps?q=43.484664,-114.829039",43.484664,-114.829039,1825.451782,36.0,32.0,32.0,POINT (-114.82903785473066 43.48466369183399)
sunburst,https://www.skiresort.info/ski-resort/sunburst/,"https://www.google.com/maps?q=43.493317,-88.222792",43.493317,-88.222792,241.8703766,17.0,50.0,33.0,POINT (-88.22279365488096 43.49331422498037)
rotarun,https://www.skiresort.info/ski-resort/rotarun/,"https://www.google.com/maps?q=43.497159,-114.365479",43.497159,-114.365479,1757.111206,24.0,43.0,33.0,POINT (-114.3654776027245 43.497158298601796)
cascade-mountain,https://www.skiresort.info/ski-resort/cascade-mountain/,"https://www.google.com/maps?q=43.503414,-89.51834",43.503414,-89.51834,278.963623,35.0,35.0,30.0,POINT (-89.51834166936317 43.50341206009421)
blizzard-mountain,https://www.skiresort.info/ski-resort/blizzard-mountain/,"https://www.google.com/maps?q=43.50799538296924,-113.55966353659252",43.50799538,-113.5596635,1848.158325,39.0,45.0,16.0,POINT (-113.55966047025798 43.507993932066015)
oak-mountain,https://www.skiresort.info/ski-resort/oak-mountain/,"https://www.google.com/maps?q=43.514407,-74.360834",43.514407,-74.360834,415.0556946,50.0,33.0,17.0,POINT (-74.36083431328518 43.514408465073785)
gunstock,https://www.skiresort.info/ski-resort/gunstock/,"https://www.google.com/maps?q=43.540585,-71.366086",43.540585,-71.366086,190.3946381,14.0,62.0,24.0,POINT (-71.3660875669067 43.54058737881321)
great-bear-ski-valley,https://www.skiresort.info/ski-resort/great-bear-ski-valley/,"https://www.google.com/maps?q=43.577802,-96.665145",43.577802,-96.665145,456.2147217,68.0,32.0,,POINT (-96.66513932435299 43.57780286815295)
jackson-hole,https://www.skiresort.info/ski-resort/jackson-hole/,"https://www.google.com/maps?q=43.588652,-110.828308",43.588652,-110.828308,2033.900269,14.0,43.0,43.0,POINT (-110.82830433440316 43.58864936418479)
willamette-pass-crescent,https://www.skiresort.info/ski-resort/willamette-pass-crescent/,"https://www.google.com/maps?q=43.600684,-122.035419",43.600684,-122.035419,1486.814697,21.0,45.0,34.0,POINT (-122.03542222482665 43.60068594244827)
whaleback,https://www.skiresort.info/ski-resort/whaleback/,"https://www.google.com/maps?q=43.601569,-72.181096",43.601569,-72.181096,394.6594849,46.0,24.0,30.0,POINT (-72.18109692239616 43.60157093873938)
christmas-mountain,https://www.skiresort.info/ski-resort/christmas-mountain/,"https://www.google.com/maps?q=43.608789,-89.859785",43.608789,-89.859785,293.1450195,65.0,25.0,10.0,POINT (-89.85978690891068 43.608787134000224)
abenaki,https://www.skiresort.info/ski-resort/abenaki/,"https://www.google.com/maps?q=43.609331,-71.229985",43.609331,-71.229985,160.6346436,60.0,25.0,15.0,POINT (-71.22998733013779 43.60933319029701)
killington,https://www.skiresort.info/ski-resort/killington/,"https://www.google.com/maps?q=43.617802,-72.803472",43.617802,-72.803472,520.340332,17.0,40.0,43.0,POINT (-72.80347261207308 43.61780350542414)
storrs-hill-lebanon,https://www.skiresort.info/ski-resort/storrs-hill-lebanon/,"https://www.google.com/maps?q=43.634795,-72.251497",43.634795,-72.251497,407.7286682,70.0,30.0,,POINT (-72.25149789757543 43.634796895156235)
snow-ridge,https://www.skiresort.info/ski-resort/snow-ridge/,"https://www.google.com/maps?q=43.64071345200063,-75.42136198289448",43.64071345,-75.42136198,312.082489,10.0,40.0,50.0,POINT (-75.42136134742367 43.64071497946955)
kelly-canyon,https://www.skiresort.info/ski-resort/kelly-canyon/,"https://www.google.com/maps?q=43.64577089761403,-111.63029367156315",43.6457709,-111.6302937,1744.591431,33.0,42.0,25.0,POINT (-111.6302891822702 43.645768885107785)
quechee-lakes-ski-area,https://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,"https://www.google.com/maps?q=43.657244,-72.443146",43.657244,-72.443146,444.2240601,40.0,50.0,10.0,POINT (-72.44314687995767 43.65724577483898)
dynamite-hill-chestertown,https://www.skiresort.info/ski-resort/dynamite-hill-chestertown/,"https://www.google.com/maps?q=43.659391,-73.795588",43.659391,-73.795588,501.0388489,100.0,,,POINT (-73.79558846622754 43.65939228576666)
pico-mountain,https://www.skiresort.info/ski-resort/pico-mountain/,"https://www.google.com/maps?q=43.660762,-72.843712",43.660762,-72.843712,521.963562,18.0,46.0,36.0,POINT (-72.84371267387634 43.660763555337326)
saskadena-six,https://www.skiresort.info/ski-resort/saskadena-six/,"https://www.google.com/maps?q=43.665303,-72.544619",43.665303,-72.544619,463.2731628,33.0,38.0,29.0,POINT (-72.54461982184576 43.66530470202023)
bald-mountain-sun-valley,https://www.skiresort.info/ski-resort/bald-mountain-sun-valley/,"https://www.google.com/maps?q=43.67035710594862,-114.36798373036906",43.67035711,-114.3679837,1941.646973,38.0,44.0,18.0,POINT (-114.3679822514805 43.670356333303715)
gore-mountain,https://www.skiresort.info/ski-resort/gore-mountain/,"https://www.google.com/maps?q=43.67356270915812,-74.00791936403081",43.67356271,-74.00791936,493.1131897,12.0,48.0,40.0,POINT (-74.00791971421484 43.67356403990853)
eagle-island-park,https://www.skiresort.info/ski-resort/eagle-island-park/,"https://www.google.com/maps?q=43.685743,-116.396197",43.685743,-116.396197,1253.995239,100.0,,,POINT (-116.39619636691035 43.685743070527174)
dollar-mountain-sun-valley,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,"https://www.google.com/maps?q=43.68989526739798,-114.3458387292098",43.68989527,-114.3458387,1954.218506,78.0,22.0,,POINT (-114.34583721340358 43.689894498633876)
mccauly-mountain,https://www.skiresort.info/ski-resort/mccauly-mountain/,"https://www.google.com/maps?q=43.698201,-74.962839",43.698201,-74.962839,468.5627136,33.0,45.0,22.0,POINT (-74.96283894164421 43.698202499423545)
mt-la-crosse,https://www.skiresort.info/ski-resort/mt-la-crosse/,"https://www.google.com/maps?q=43.743342,-91.183211",43.743342,-91.183211,322.9829407,21.0,43.0,36.0,POINT (-91.18321150024006 43.74334109076753)
tenney-mountain,https://www.skiresort.info/ski-resort/tenney-mountain/,"https://www.google.com/maps?q=43.74661157428651,-71.76467557640866",43.74661157,-71.76467558,301.362854,20.0,53.0,27.0,POINT (-71.7646773835758 43.746613332038535)
red-hill-moultonborough,https://www.skiresort.info/ski-resort/red-hill-moultonborough/,"https://www.google.com/maps?q=43.749287,-71.416282",43.749287,-71.416282,217.7135315,40.0,40.0,20.0,POINT (-71.41628395022941 43.74928929371974)
nutt-hill-plymouth,https://www.skiresort.info/ski-resort/nutt-hill-plymouth/,"https://www.google.com/maps?q=43.752132,-87.989751",43.752132,-87.989751,244.4993286,100.0,,,POINT (-87.98975135590008 43.75212866908478)
bogus-basin,https://www.skiresort.info/ski-resort/bogus-basin/,"https://www.google.com/maps?q=43.763764,-116.102378",43.763764,-116.102378,1455.020996,22.0,44.0,34.0,POINT (-116.10237722193166 43.76376414826667)
indian-lake,https://www.skiresort.info/ski-resort/indian-lake/,"https://www.google.com/maps?q=43.775174,-74.266459",43.775174,-74.266459,524.8392334,67.0,33.0,,POINT (-74.26645928017955 43.775175645845025)
dartmouth-skiway,https://www.skiresort.info/ski-resort/dartmouth-skiway/,"https://www.google.com/maps?q=43.788781400913,-72.09961126648439",43.7887814,-72.09961127,375.196167,25.0,50.0,25.0,POINT (-72.09961252036058 43.78878355583808)
grand-targhee,https://www.skiresort.info/ski-resort/grand-targhee/,"https://www.google.com/maps?q=43.788829,-110.956936",43.788829,-110.956936,2011.882446,14.0,43.0,43.0,POINT (-110.95693183179237 43.78882713433651)
campton-mountain,https://www.skiresort.info/ski-resort/campton-mountain/,"https://www.google.com/maps?q=43.867988,-71.609634",43.867988,-71.609634,269.7069092,47.0,38.0,15.0,POINT (-71.60963538855536 43.86798991375665)
king-pine-purity-spring-resort,https://www.skiresort.info/ski-resort/king-pine-purity-spring-resort/,"https://www.google.com/maps?q=43.868743,-71.088813",43.868743,-71.088813,151.3557739,53.0,28.0,19.0,POINT (-71.08881592975042 43.86874523499684)
farrs-hill-randolph,https://www.skiresort.info/ski-resort/farrs-hill-randolph/,"https://www.google.com/maps?q=43.931287,-72.664458",43.931287,-72.664458,454.880127,100.0,,,POINT (-72.66445897066839 43.931288621480185)
middlebury-college-snow-bowl,https://www.skiresort.info/ski-resort/middlebury-college-snow-bowl/,"https://www.google.com/maps?q=43.938735,-72.958628",43.938735,-72.958628,496.1589355,33.0,27.0,40.0,POINT (-72.95862959082929 43.93873668574708)
snow-snake,https://www.skiresort.info/ski-resort/snow-snake/,"https://www.google.com/maps?q=43.95919317178075,-84.781703",43.95919317,-84.781703,302.3320923,33.0,50.0,17.0,POINT (-84.78170569399134 43.95919167093677)
waterville-valley,https://www.skiresort.info/ski-resort/waterville-valley/,"https://www.google.com/maps?q=43.964573,-71.52885",43.964573,-71.52885,256.6839905,14.0,64.0,22.0,POINT (-71.52885133056384 43.96457479309276)
skyline-friendship,https://www.skiresort.info/ski-resort/skyline-friendship/,"https://www.google.com/maps?q=43.982333,-89.820861",43.982333,-89.820861,266.9672241,58.0,23.0,19.0,POINT (-89.82086319819925 43.98233214024184)
mt-bachelor,https://www.skiresort.info/ski-resort/mt-bachelor/,"https://www.google.com/maps?q=44.002111,-121.678747",44.002111,-121.678747,1319.40564,15.0,25.0,60.0,POINT (-121.67874943110739 44.00211305265524)
sand-master-park-florence,https://www.skiresort.info/ski-resort/sand-master-park-florence/,"https://www.google.com/maps?q=44.011788,-124.106416",44.011788,-124.106416,-73.09503937,,,100.0,POINT (-124.10643112104441 44.01179024502743)
whitetail-ridge-fort-mccoy,https://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,"https://www.google.com/maps?q=44.021457,-90.721931",44.021457,-90.721931,306.0375671,58.0,42.0,,POINT (-90.72193293338948 44.02145678162513)
loon-mountain,https://www.skiresort.info/ski-resort/loon-mountain/,"https://www.google.com/maps?q=44.056509,-71.62969",44.056509,-71.62969,289.3946838,28.0,44.0,28.0,POINT (-71.6296911843038 44.05651092449523)
cranmore-mountain-resort,https://www.skiresort.info/ski-resort/cranmore-mountain-resort/,"https://www.google.com/maps?q=44.057484,-71.109535",44.057484,-71.109535,187.163681,37.0,44.0,19.0,POINT (-71.10953850576222 44.05748622584289)
pleasant-mountain,https://www.skiresort.info/ski-resort/pleasant-mountain/,"https://www.google.com/maps?q=44.058103,-70.814698",44.058103,-70.814698,155.6645813,17.0,53.0,30.0,POINT (-70.8146995331721 44.05810540599415)
northeast-slopes-east-corinth,https://www.skiresort.info/ski-resort/northeast-slopes-east-corinth/,"https://www.google.com/maps?q=44.072628,-72.250753",44.072628,-72.250753,387.9704285,55.0,45.0,,POINT (-72.25075461863392 44.07263031937194)
attitash-mountain-resort,https://www.skiresort.info/ski-resort/attitash-mountain-resort/,"https://www.google.com/maps?q=44.082352,-71.230035",44.082352,-71.230035,217.7562714,20.0,47.0,33.0,POINT (-71.23003998274895 44.082353865511585)
nordic-mountain,https://www.skiresort.info/ski-resort/nordic-mountain/,"https://www.google.com/maps?q=44.121041,-89.181445",44.121041,-89.181445,258.4476318,31.0,46.0,23.0,POINT (-89.18144692316119 44.121040087924385)
mt-kato,https://www.skiresort.info/ski-resort/mt-kato/,"https://www.google.com/maps?q=44.133191,-94.034236",44.133191,-94.034236,307.2962341,22.0,37.0,41.0,POINT (-94.03423458684858 44.13318926107905)
sugarbush,https://www.skiresort.info/ski-resort/sugarbush/,"https://www.google.com/maps?q=44.135287,-72.89625",44.135287,-72.89625,428.919281,20.0,45.0,35.0,POINT (-72.89625109071098 44.13528871939204)
lost-valley,https://www.skiresort.info/ski-resort/lost-valley/,"https://www.google.com/maps?q=44.136246,-70.280692",44.136246,-70.280692,153.2899628,50.0,25.0,25.0,POINT (-70.2806931251131 44.136247660011215)
meadowlark-ski-lodge,https://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,"https://www.google.com/maps?q=44.164332,-107.217084",44.164332,-107.217084,2037.696655,30.0,40.0,30.0,POINT (-107.2170804819204 44.1643272919278)
black-mountain-jackson,https://www.skiresort.info/ski-resort/black-mountain-jackson/,"https://www.google.com/maps?q=44.16653378693187,-71.16535990322295",44.16653379,-71.1653599,230.2714996,50.0,33.0,17.0,POINT (-71.16536280759088 44.166536144267944)
big-tupper-tupper-lake,https://www.skiresort.info/ski-resort/big-tupper-tupper-lake/,"https://www.google.com/maps?q=44.173240,-74.476384",44.17324,-74.476384,529.1802368,41.0,41.0,18.0,POINT (-74.47638420788043 44.17324211799352)
cannon-mountain,https://www.skiresort.info/ski-resort/cannon-mountain/,"https://www.google.com/maps?q=44.176831,-71.701678",44.176831,-71.701678,320.8907471,30.0,50.0,20.0,POINT (-71.7016795002836 44.176833121497516)
mad-river-glen,https://www.skiresort.info/ski-resort/mad-river-glen/,"https://www.google.com/maps?q=44.202282,-72.918033",44.202282,-72.918033,405.780365,30.0,37.0,33.0,POINT (-72.91803384495417 44.2022837878459)
camden-snow-bowl,https://www.skiresort.info/ski-resort/camden-snow-bowl/,"https://www.google.com/maps?q=44.216988,-69.135241",44.216988,-69.135241,17.72471619,20.0,60.0,20.0,POINT (-69.13523728276628 44.21699057414892)
caberfae-peaks,https://www.skiresort.info/ski-resort/caberfae-peaks/,"https://www.google.com/maps?q=44.244750,-85.718764",44.24475,-85.718764,274.6734009,36.0,46.0,18.0,POINT (-85.7187650297717 44.24475014686995)
steeplechase-ski-area,https://www.skiresort.info/ski-resort/steeplechase-ski-area/,"https://www.google.com/maps?q=44.246918,-92.515631",44.246918,-92.515631,353.5370483,47.0,30.0,23.0,POINT (-92.51563098146012 44.24691802210937)
bretton-woods,https://www.skiresort.info/ski-resort/bretton-woods/,"https://www.google.com/maps?q=44.259573,-71.461719",44.259573,-71.461719,299.1827393,44.0,28.0,28.0,POINT (-71.46172048788357 44.25957548240602)
wildcat-mountain,https://www.skiresort.info/ski-resort/wildcat-mountain/,"https://www.google.com/maps?q=44.263953,-71.237943",44.263953,-71.237943,269.0414124,21.0,48.0,31.0,POINT (-71.2379449434851 44.263955652309576)
mt-eustis-littleton,https://www.skiresort.info/ski-resort/mt-eustis-littleton/,"https://www.google.com/maps?q=44.297429,-71.773973",44.297429,-71.773973,347.5927734,42.0,58.0,,POINT (-71.77397419000715 44.297431065559515)
deer-mountain,https://www.skiresort.info/ski-resort/deer-mountain/,"https://www.google.com/maps?q=44.308419,-103.818913",44.308419,-103.818913,1570.972778,46.0,36.0,18.0,POINT (-103.81891150321464 44.308416581186485)
terry-peak,https://www.skiresort.info/ski-resort/terry-peak/,"https://www.google.com/maps?q=44.336899,-103.82462",44.336899,-103.82462,1550.48645,29.0,45.0,26.0,POINT (-103.82461841291064 44.33689653105058)
mt-pisgah,https://www.skiresort.info/ski-resort/mt-pisgah/,"https://www.google.com/maps?q=44.344925,-74.125298",44.344925,-74.125298,467.535675,100.0,,,POINT (-74.12529908659927 44.34492721106318)
whiteface-lake-placid,https://www.skiresort.info/ski-resort/whiteface-lake-placid/,"https://www.google.com/maps?q=44.357867,-73.859582",44.357867,-73.859582,451.4804077,23.0,45.0,32.0,POINT (-73.85958340192822 44.35786906387441)
coffee-mill,https://www.skiresort.info/ski-resort/coffee-mill/,"https://www.google.com/maps?q=44.36290865496553,-92.04315381629395",44.36290865,-92.04315382,340.9333191,50.0,30.0,20.0,POINT (-92.04315439618225 44.362908394243895)
mt-abram,https://www.skiresort.info/ski-resort/mt-abram/,"https://www.google.com/maps?q=44.379415,-70.706572",44.379415,-70.706572,259.6872864,24.0,48.0,28.0,POINT (-70.70657323780755 44.37941686201486)
cochran,https://www.skiresort.info/ski-resort/cochran/,"https://www.google.com/maps?q=44.389086202223446,-72.98097956665136",44.3890862,-72.98097957,333.9689636,30.0,35.0,35.0,POINT (-72.98098026439433 44.38908793147091)
missaukee-mountain,https://www.skiresort.info/ski-resort/missaukee-mountain/,"https://www.google.com/maps?q=44.392643,-85.227584",44.392643,-85.227584,296.5439148,54.0,38.0,8.0,POINT (-85.22758388283 44.39264245309678)
hoodoo-ski-area,https://www.skiresort.info/ski-resort/hoodoo-ski-area/,"https://www.google.com/maps?q=44.409234,-121.872238",44.409234,-121.872238,1225.910156,35.0,47.0,18.0,POINT (-121.87223928134011 44.40923851757918)
bolton-valley,https://www.skiresort.info/ski-resort/bolton-valley/,"https://www.google.com/maps?q=44.410532961408045,-72.86410049773016",44.41053296,-72.8641005,332.383606,50.0,33.0,17.0,POINT (-72.86410136188789 44.4105345442369)
standing-rocks,https://www.skiresort.info/ski-resort/standing-rocks/,"https://www.google.com/maps?q=44.433981,-89.398992",44.433981,-89.398992,312.7614441,100.0,,,POINT (-89.39899464033219 44.433980323640085)
bruce-mound,https://www.skiresort.info/ski-resort/bruce-mound/,"https://www.google.com/maps?q=44.44555531638274,-90.78586540623489",44.44555532,-90.78586541,330.8987427,11.0,23.0,66.0,POINT (-90.78586776342225 44.44555432929933)
mount-prospect-lancaster,https://www.skiresort.info/ski-resort/mount-prospect-lancaster/,"https://www.google.com/maps?q=44.456847,-71.575145",44.456847,-71.575145,350.4570313,62.0,38.0,,POINT (-71.57514564821138 44.45684879104667)
winter-park-kewaunee-county,https://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,"https://www.google.com/maps?q=44.460802,-87.559102",44.460802,-87.559102,169.7023926,46.0,45.0,9.0,POINT (-87.55909808739364 44.46079943135618)
chipmunk,https://www.skiresort.info/ski-resort/chipmunk/,"https://www.google.com/maps?q=44.47106314724099,-114.32299000458858",44.47106315,-114.32299,2140.669189,100.0,,,POINT (-114.32298857767309 44.47106288232712)
sunday-river,https://www.skiresort.info/ski-resort/sunday-river/,"https://www.google.com/maps?q=44.473126,-70.857466",44.473126,-70.857466,299.7663574,30.0,36.0,34.0,POINT (-70.85746752870344 44.4731279287548)
spruce-mountain-jay,https://www.skiresort.info/ski-resort/spruce-mountain-jay/,"https://www.google.com/maps?q=44.478835,-70.202974",44.478835,-70.202974,266.9728699,25.0,58.0,17.0,POINT (-70.20297480806401 44.478836441710925)
sleeping-giant,https://www.skiresort.info/ski-resort/sleeping-giant/,"https://www.google.com/maps?q=44.491871,-109.940844",44.491871,-109.940844,2443.318604,18.0,47.0,35.0,POINT (-109.9408395920176 44.491868405937986)
triangle-sports-area-green-bay,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,"https://www.google.com/maps?q=44.509919,-87.950379",44.509919,-87.950379,223.7333374,83.0,17.0,,POINT (-87.95037528759575 44.50991657706012)
stowe,https://www.skiresort.info/ski-resort/stowe/,"https://www.google.com/maps?q=44.510799,-72.767531",44.510799,-72.767531,308.2648315,29.0,60.0,11.0,POINT (-72.7675320877677 44.510800405694106)
crystal-mountain-mi,https://www.skiresort.info/ski-resort/crystal-mountain-mi/,"https://www.google.com/maps?q=44.519979,-85.992254",44.519979,-85.992254,220.5259705,24.0,47.0,29.0,POINT (-85.9922549211209 44.51997960224154)
powers-bluff,https://www.skiresort.info/ski-resort/powers-bluff/,"https://www.google.com/maps?q=44.532432,-90.071524",44.532432,-90.071524,345.4717712,100.0,,,POINT (-90.07152592117836 44.532431495776315)
lyndon-outing-club,https://www.skiresort.info/ski-resort/lyndon-outing-club/,"https://www.google.com/maps?q=44.532482,-71.986612",44.532482,-71.986612,390.1004944,58.0,38.0,4.0,POINT (-71.98661061597942 44.53248441355284)
welch-village,https://www.skiresort.info/ski-resort/welch-village/,"https://www.google.com/maps?q=44.559924,-92.730403",44.559924,-92.730403,342.0653992,34.0,33.0,33.0,POINT (-92.73040346700286 44.55992387916467)
smugglers-notch,https://www.skiresort.info/ski-resort/smugglers-notch/,"https://www.google.com/maps?q=44.571821,-72.776163",44.571821,-72.776163,288.9397278,18.0,52.0,30.0,POINT (-72.7761639210268 44.57182251417634)
black-mountain-rumford,https://www.skiresort.info/ski-resort/black-mountain-rumford/,"https://www.google.com/maps?q=44.576797,-70.614249",44.576797,-70.614249,322.3614807,15.0,38.0,47.0,POINT (-70.61424992666092 44.576798721940804)
burke-mountain,https://www.skiresort.info/ski-resort/burke-mountain/,"https://www.google.com/maps?q=44.587808,-71.91537",44.587808,-71.91537,390.2209778,20.0,40.0,40.0,POINT (-71.91536887278244 44.58781002894331)
navarino-hills,https://www.skiresort.info/ski-resort/navarino-hills/,"https://www.google.com/maps?q=44.609696,-88.584587",44.609696,-88.584587,284.7875977,62.0,38.0,,POINT (-88.58458300587147 44.60969713924523)
antelope-butte,https://www.skiresort.info/ski-resort/antelope-butte/,"https://www.google.com/maps?q=44.611508671548656,-107.51520667517417",44.61150867,-107.5152067,1614.55542,21.0,50.0,29.0,POINT (-107.51520303684693 44.6115049274249)
hanson-hills,https://www.skiresort.info/ski-resort/hanson-hills/,"https://www.google.com/maps?q=44.645248,-84.753362",44.645248,-84.753362,284.3913269,80.0,20.0,,POINT (-84.75336320809392 44.64524617461497)
